statistics_code,time,1_variable_code,2_variable_attribute_code,value,value_unit,value_variable_code,value_variable_label
23131,2017,DINSG,ICD10-D65-D69,17645,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B20-B24,684,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-J09-J18,355565,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G10-G14,8145,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-C64-C68,134345,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-A65-A69,5329,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-F00-F09,102264,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-F10-F19,405489,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-A50-A64,2785,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-H15-H22,20963,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-C30-C39,204540,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-A30-A49,228622,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-C97-C97,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-K40-K46,265707,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K80-K87,367726,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-F40-F48,153108,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-H25-H28,69039,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C00-C14,54160,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-Q60-Q64,6605,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-L60-L75,19086,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-T33-T35,230,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-N20-N23,111292,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-C73-C75,20982,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-T15-T19,15993,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-L55-L59,3534,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-N60-N64,18309,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B00-B09,32617,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Q10-Q18,7199,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E50-E64,3133,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-U55-U55,-,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-S20-S29,109721,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G90-G99,35995,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-J80-J84,22154,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-M20-M25,218826,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-M40-M43,50951,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-Q30-Q34,2504,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G00-G09,15578,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-C51-C58,71654,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-C69-C72,30299,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R90-R94,15212,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-F20-F29,120244,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-I80-I89,159824,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Q30-Q34,2261,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-O80-O84,161631,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-M86-M90,32534,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-D10-D36,233206,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-J00-J06,84989,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-L10-L14,6265,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-A20-A28,982,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-R50-R69,219456,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-I95-I99,34492,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-T20-T32,15749,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-H90-H95,27579,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-C15-C26,305132,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-C76-C80,106854,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-D70-D77,7007,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-G40-G47,419045,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Q65-Q79,20672,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-E70-E90,200152,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-N00-N08,8275,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Q90-Q99,852,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-T79-T79,5272,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-D55-D59,6555,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-U60-U61,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-T00-T07,731,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-P05-P08,81793,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-F80-F89,7149,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-K80-K87,361160,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-A20-A28,902,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-M91-M94,15040,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-G30-G32,23014,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-M30-M36,38856,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-C73-C75,22792,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-Q80-Q89,7013,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C50-C50,121081,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R80-R82,586,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-A80-A89,5061,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-J20-J22,93013,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-E10-E14,167640,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Q38-Q45,7113,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-T79-T79,6253,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-P35-P39,16664,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H10-H13,3941,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-F00-F09,96010,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-J40-J47,292134,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-A90-A99,298,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-H43-H45,10090,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,UNBEKANNT,1049,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-F40-F48,162418,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-N17-N19,118478,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-J00-J06,82205,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-M70-M79,156863,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-A15-A19,5399,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-F80-F89,6920,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O20-O29,91190,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-I20-I25,552669,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-H80-H83,76190,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-P50-P61,21189,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-N80-N98,183535,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-P90-P96,10130,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-B99-B99,34844,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-S30-S39,154490,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-I70-I79,272644,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-Q35-Q37,3741,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-P90-P96,12161,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-P50-P61,18815,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-R40-R46,68429,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E10-E14,171878,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Z80-Z99,6546,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-E40-E46,1532,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A30-A49,231056,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-F60-F69,40670,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B65-B83,1013,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-T33-T35,195,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-M15-M19,425763,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-T89-T89,1174,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-S60-S69,40795,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C60-C63,101555,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C00-C14,48502,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A50-A64,2787,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-C73-C75,21365,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-Q65-Q79,19045,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-O80-O84,157886,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-D10-D36,233053,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-S30-S39,155715,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-R80-R82,429,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-H60-H62,8165,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O10-O16,25735,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-D70-D77,9560,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-F20-F29,135736,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-G10-G14,8041,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-I70-I79,269680,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-M80-M85,53023,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-I26-I28,67370,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R70-R79,7471,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-C43-C44,111303,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O94-O99,28732,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-P20-P29,39823,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-S10-S19,30556,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C30-C39,214813,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-H00-H06,23589,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-H30-H36,73462,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-O85-O92,12356,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-F50-F59,14963,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-E40-E46,1866,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-R83-R89,1549,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-U50-U52,37,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G60-G64,34283,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-G10-G14,11561,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-D60-D64,29124,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-K70-K77,85728,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T36-T50,19501,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-E65-E68,32788,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-H55-H59,2156,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-G50-G59,44554,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-D37-D48,95758,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-P00-P04,5731,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-B85-B89,6980,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-P05-P08,84467,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-M15-M19,409050,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-S30-S39,146248,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-B25-B34,26006,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-G30-G32,24340,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K00-K14,77349,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-Q90-Q99,876,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-P20-P29,40782,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-Z20-Z29,4199,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-M50-M54,282705,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R90-R94,15235,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-A90-A99,660,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-B99-B99,33398,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-S20-S29,109680,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T51-T65,15814,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B90-B94,1,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-C15-C26,299933,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-G60-G64,40233,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-L55-L59,3611,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-F30-F39,289792,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-I05-I09,4449,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-I10-I15,200493,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-J09-J18,382735,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-L40-L45,21329,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-P75-P78,692,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-A75-A79,93,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-D65-D69,23299,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-O00-O08,44832,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-J60-J70,38549,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-D10-D36,212604,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-O09-O09,-,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M65-M68,27839,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-F60-F69,40698,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-H00-H06,20328,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-D80-D90,11097,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H49-H52,14357,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K55-K64,527663,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-N00-N08,8033,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-L20-L30,27038,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-J90-J94,27792,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-L00-L08,143553,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-B35-B49,11193,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-Q65-Q79,23757,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-N20-N23,136975,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-F90-F98,23713,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-H53-H54,6882,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Z00-Z13,55490,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-F10-F19,340129,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-Q20-Q28,27550,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-L00-L08,116955,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-F20-F29,117159,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-L10-L14,5909,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-T89-T89,1389,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-A00-A09,184521,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-T80-T88,246904,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-M05-M14,43332,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-K20-K31,316910,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-H60-H62,7698,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-M00-M03,18157,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-H15-H22,23092,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-D50-D53,49595,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Z00-Z13,66054,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-T08-T14,3602,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E20-E35,16033,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-N25-N29,6115,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-T15-T19,17686,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-Z70-Z76,1765,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-J30-J39,264046,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-L80-L99,44950,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M20-M25,237106,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-M40-M43,38455,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-I30-I52,1044374,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-P00-P04,3399,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-K65-K67,24836,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-H25-H28,73785,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-F90-F98,28912,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-Z40-Z54,56578,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-N30-N39,245547,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-M05-M14,57962,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-Q90-Q99,894,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-P70-P74,8625,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G00-G09,15847,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-E00-E07,65613,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-J85-J86,12233,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-R20-R23,23558,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O00-O08,39762,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-B25-B34,45136,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-R30-R39,34466,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-O60-O75,317799,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-I05-I09,2703,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-K90-K93,68247,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M95-M99,18307,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-G20-G26,54781,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-S80-S89,189979,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-N80-N98,158228,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-R20-R23,23873,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-R30-R39,38465,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-I20-I25,639230,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-S70-S79,218381,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-S60-S69,60342,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-H43-H45,11079,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-E10-E14,209930,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Z80-Z99,4632,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-C40-C41,8121,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C64-C68,134875,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-R20-R23,31389,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-O30-O48,287942,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B20-B24,1203,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-U60-U61,-,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-R10-R19,186520,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-Q20-Q28,22419,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-G10-G14,9125,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-G35-G37,36729,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-E00-E07,77251,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-B50-B64,2818,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-I05-I09,2824,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C76-C80,132438,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-I95-I99,43757,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,UNBEKANNT,215,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-U80-U85,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-A70-A74,91,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-R95-R99,73,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-R40-R46,86976,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-O60-O75,339318,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-C50-C50,131892,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-S20-S29,94119,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-E00-E07,67573,Anzahl,GES025,Entlassene Patienten
23131,2018,DINSG,ICD10-I10-I15,251495,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-M91-M94,19823,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-Z40-Z54,43931,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-S80-S89,229674,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-A20-A28,795,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-I95-I99,47612,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-C73-C75,20111,Anzahl,GES025,Entlassene Patienten
23131,2023,DINSG,ICD10-M86-M90,24465,Anzahl,GES025,Entlassene Patienten
23131,2014,DINSG,ICD10-B95-B98,-,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-K35-K38,98047,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-M60-M63,16600,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-E20-E35,15256,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-K20-K31,270747,Anzahl,GES025,Entlassene Patienten
23131,2020,DINSG,ICD10-A50-A64,2147,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-H90-H95,21287,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-C40-C41,8084,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-L60-L75,23988,Anzahl,GES025,Entlassene Patienten
23131,2019,DINSG,ICD10-N60-N64,21590,Anzahl,GES025,Entlassene Patienten
23131,2021,DINSG,ICD10-P10-P15,1872,Anzahl,GES025,Entlassene Patienten
23131,2016,DINSG,ICD10-L00-L08,148637,Anzahl,GES025,Entlassene Patienten
23131,2015,DINSG,ICD10-G30-G32,23820,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-S30-S39,137174,Anzahl,GES025,Entlassene Patienten
23131,2017,DINSG,ICD10-C97-C97,-,Anzahl,GES025,Entlassene Patienten
23131,2022,DINSG,ICD10-J95-J99,56620,Anzahl,GES025,Entlassene Patienten
